student_id,student_firstname,student_lastname,student_email,student_birthdate,student_phone,student_address,student_gender,guardian_name,guardian_contact,student_level,course_id,student_rfid
SCC-2024169,Rafael,Torres,rafael.torres@example.com,2000-02-14,09415678901,357 Elm Drive,Male,Carmen Torres,09405678901,3rd Year,BSIT,RF100169
SCC-2024170,Camila,Reyes,camila.reyes@example.com,1999-11-30,09416789012,456 Oak Circle,Female,Antonio Reyes,09406789012,1st Year,BSCS,RF100170
SCC-2024171,Diego,Fernandez,diego.fernandez@example.com,2001-06-03,09417890123,789 Spruce Path,Male,Laura Fernandez,09407890123,2nd Year,BSIT,RF100171
SCC-2024172,Valentina,Cruz,valentina.cruz@example.com,2000-01-16,09418901234,123 Willow Court,Female,Miguel Cruz,09408901234,3rd Year,BSCS,RF100172
SCC-2024173,Mateo,Garcia,mateo.garcia@example.com,1999-08-29,09419012345,456 Ash Street,Male,Ana Garcia,09409012345,1st Year,BSIT,RF100173
SCC-2024174,Luna,Morales,luna.morales@example.com,2001-03-12,09420123456,789 Beech Road,Female,Roberto Morales,09410123456,2nd Year,BSCS,RF100174
SCC-2024175,Samuel,Rivera,samuel.rivera@example.com,2000-10-25,09421234567,321 Pine Lane,Male,Elena Rivera,09411234567,3rd Year,BSIT,RF100175
SCC-2024176,Victoria,Gomez,victoria.gomez@example.com,1999-05-08,09422345678,654 Cedar Avenue,Female,Carlos Gomez,09412345678,1st Year,BSCS,RF100176
SCC-2024177,Nicolas,Flores,nicolas.flores@example.com,2001-12-21,09423456789,987 Maple Drive,Male,Isabel Flores,09413456789,2nd Year,BSIT,RF100177
SCC-2024178,Lucia,Perez,lucia.perez@example.com,2000-07-04,09424567890,147 Oak Path,Female,Manuel Perez,09414567890,3rd Year,BSCS,RF100178
SCC-2024179,Emilio,Martinez,emilio.martinez@example.com,1999-02-17,09425678901,258 Elm Court,Male,Rosa Martinez,09415678901,1st Year,BSIT,RF100179
SCC-2024180,Catalina,Rodriguez,catalina.rodriguez@example.com,2001-09-30,09426789012,369 Birch Street,Female,Juan Rodriguez,09416789012,2nd Year,BSCS,RF100180
SCC-2024181,Joaquin,Sanchez,joaquin.sanchez@example.com,2000-04-13,09427890123,741 Spruce Lane,Male,Carmen Sanchez,09417890123,3rd Year,BSIT,RF100181
SCC-2024182,Miranda,Diaz,miranda.diaz@example.com,1999-11-26,09428901234,852 Willow Road,Female,Felipe Diaz,09418901234,1st Year,BSCS,RF100182
SCC-2024183,Felipe,Torres,felipe.torres@example.com,2001-06-09,09429012345,963 Ash Avenue,Male,Maria Torres,09419012345,2nd Year,BSIT,RF100183
SCC-2024184,Daniela,Ramirez,daniela.ramirez@example.com,2000-01-22,09430123456,159 Beech Drive,Female,Jose Ramirez,09420123456,3rd Year,BSCS,RF100184
SCC-2024185,Andres,Herrera,andres.herrera@example.com,1999-08-05,09431234567,357 Pine Path,Male,Ana Herrera,09421234567,1st Year,BSIT,RF100185
SCC-2024186,Regina,Castro,regina.castro@example.com,2001-03-18,09432345678,456 Cedar Court,Female,Luis Castro,09422345678,2nd Year,BSCS,RF100186
SCC-2024187,Martin,Ortiz,martin.ortiz@example.com,2000-10-31,09433456789,789 Maple Lane,Male,Sofia Ortiz,09423456789,3rd Year,BSIT,RF100187
SCC-2024188,Carolina,Vargas,carolina.vargas@example.com,1999-05-14,09434567890,123 Oak Road,Female,Diego Vargas,09424567890,1st Year,BSCS,RF100188
SCC-2024189,Lorenzo,Jimenez,lorenzo.jimenez@example.com,2001-12-27,09435678901,456 Elm Street,Male,Laura Jimenez,09425678901,2nd Year,BSIT,RF100189
SCC-2024190,Valeria,Moreno,valeria.moreno@example.com,2000-07-10,09436789012,789 Birch Avenue,Female,Carlos Moreno,09426789012,3rd Year,BSCS,RF100190
SCC-2024191,Sebastian,Silva,sebastian.silva@example.com,1999-02-23,09437890123,321 Spruce Drive,Male,Isabel Silva,09427890123,1st Year,BSIT,RF100191
SCC-2024192,Mariana,Romero,mariana.romero@example.com,2001-09-06,09438901234,654 Willow Path,Female,Antonio Romero,09428901234,2nd Year,BSCS,RF100192
SCC-2024193,Ricardo,Ruiz,ricardo.ruiz@example.com,2000-04-19,09439012345,987 Ash Lane,Male,Elena Ruiz,09429012345,3rd Year,BSIT,RF100193
SCC-2024194,Adriana,Navarro,adriana.navarro@example.com,1999-11-02,09440123456,147 Beech Court,Female,Manuel Navarro,09430123456,1st Year,BSCS,RF100194
SCC-2024195,Fernando,Medina,fernando.medina@example.com,2001-06-15,09441234567,258 Pine Road,Male,Rosa Medina,09431234567,2nd Year,BSIT,RF100195
SCC-2024196,Gabriela,Acosta,gabriela.acosta@example.com,2000-01-28,09442345678,369 Cedar Street,Female,Juan Acosta,09432345678,3rd Year,BSCS,RF100196
SCC-2024197,Eduardo,Rojas,eduardo.rojas@example.com,1999-08-11,09443456789,741 Maple Avenue,Male,Carmen Rojas,09433456789,1st Year,BSIT,RF100197
SCC-2024198,Antonella,Flores,antonella.flores@example.com,2001-03-24,09444567890,852 Oak Drive,Female,Felipe Flores,09434567890,2nd Year,BSCS,RF100198
SCC-2024199,Santiago,Chavez,santiago.chavez@example.com,2000-10-07,09445678901,963 Elm Path,Male,Maria Chavez,09435678901,3rd Year,BSIT,RF100199
SCC-2024200,Valentina,Pena,valentina.pena@example.com,1999-05-20,09446789012,159 Birch Road,Female,Jose Pena,09436789012,1st Year,BSCS,RF100200
SCC-2024201,Miguel,Bautista,miguel.bautista@example.com,2000-06-15,09447890123,753 Maple Court,Male,Elena Bautista,09437890123,2nd Year,BSIT,RF100201
SCC-2024202,Andrea,Santos,andrea.santos@example.com,2001-01-28,09448901234,852 Pine Street,Female,Carlos Santos,09438901234,3rd Year,BSCS,RF100202
SCC-2024203,Lucas,Villanueva,lucas.villanueva@example.com,1999-09-11,09449012345,951 Oak Avenue,Male,Maria Villanueva,09439012345,1st Year,BSIT,RF100203
SCC-2024204,Julia,Pascual,julia.pascual@example.com,2000-04-24,09450123456,159 Cedar Lane,Female,Antonio Pascual,09440123456,2nd Year,BSCS,RF100204
SCC-2024205,Diego,Ramos,diego.ramos@example.com,2001-11-07,09451234567,357 Birch Road,Male,Sofia Ramos,09441234567,3rd Year,BSIT,RF100205
SCC-2024206,Camila,Mercado,camila.mercado@example.com,1999-06-20,09452345678,456 Elm Path,Female,Juan Mercado,09442345678,1st Year,BSCS,RF100206
SCC-2024207,Matias,Cruz,matias.cruz@example.com,2000-02-03,09453456789,654 Spruce Drive,Male,Carmen Cruz,09443456789,2nd Year,BSIT,RF100207
SCC-2024208,Valentina,Reyes,valentina.reyes@example.com,2001-09-16,09454567890,753 Willow Street,Female,Miguel Reyes,09444567890,3rd Year,BSCS,RF100208
SCC-2024209,Sebastian,Torres,sebastian.torres@example.com,1999-04-29,09455678901,852 Ash Avenue,Male,Ana Torres,09445678901,1st Year,BSIT,RF100209
SCC-2024210,Isabella,Garcia,isabella.garcia@example.com,2000-12-12,09456789012,951 Beech Lane,Female,Luis Garcia,09446789012,2nd Year,BSCS,RF100210
SCC-2024211,Alejandro,Santos,alejandro.santos@example.com,2001-07-25,09457890123,159 Pine Road,Male,Rosa Santos,09447890123,3rd Year,BSIT,RF100211
SCC-2024212,Sofia,Mendoza,sofia.mendoza@example.com,1999-03-08,09458901234,357 Cedar Path,Female,Diego Mendoza,09448901234,1st Year,BSCS,RF100212
SCC-2024213,Emilio,Flores,emilio.flores@example.com,2000-10-21,09459012345,456 Oak Court,Male,Laura Flores,09449012345,2nd Year,BSIT,RF100213
SCC-2024214,Lucia,Castro,lucia.castro@example.com,2001-05-04,09460123456,654 Maple Street,Female,Carlos Castro,09450123456,3rd Year,BSCS,RF100214
SCC-2024215,Martin,Rivera,martin.rivera@example.com,1999-12-17,09461234567,753 Birch Avenue,Male,Isabel Rivera,09451234567,1st Year,BSIT,RF100215
SCC-2024216,Regina,Gonzalez,regina.gonzalez@example.com,2000-08-30,09462345678,852 Elm Drive,Female,Antonio Gonzalez,09452345678,2nd Year,BSCS,RF100216
SCC-2024217,Nicolas,Ramirez,nicolas.ramirez@example.com,2001-03-13,09463456789,951 Spruce Lane,Male,Elena Ramirez,09453456789,3rd Year,BSIT,RF100217
SCC-2024218,Carolina,Morales,carolina.morales@example.com,1999-10-26,09464567890,159 Willow Road,Female,Manuel Morales,09454567890,1st Year,BSCS,RF100218
SCC-2024219,Fernando,Diaz,fernando.diaz@example.com,2000-06-09,09465678901,357 Ash Path,Male,Carmen Diaz,09455678901,2nd Year,BSIT,RF100219
SCC-2024220,Gabriela,Herrera,gabriela.herrera@example.com,2001-01-22,09466789012,456 Beech Street,Female,Juan Herrera,09456789012,3rd Year,BSCS,RF100220
SCC-2024221,Eduardo,Ortiz,eduardo.ortiz@example.com,1999-09-05,09467890123,654 Pine Avenue,Male,Sofia Ortiz,09457890123,1st Year,BSIT,RF100221
SCC-2024222,Antonella,Vargas,antonella.vargas@example.com,2000-04-18,09468901234,753 Cedar Court,Female,Luis Vargas,09458901234,2nd Year,BSCS,RF100222
SCC-2024223,Santiago,Jimenez,santiago.jimenez@example.com,2001-11-01,09469012345,852 Oak Lane,Male,Ana Jimenez,09459012345,3rd Year,BSIT,RF100223
SCC-2024224,Valentina,Moreno,valentina.moreno@example.com,1999-06-14,09470123456,951 Maple Road,Female,Diego Moreno,09460123456,1st Year,BSCS,RF100224
SCC-2024225,Marco,Silva,marco.silva@example.com,2000-02-27,09471234567,159 Birch Path,Male,Laura Silva,09461234567,2nd Year,BSIT,RF100225
SCC-2024226,Sofia,Romero,sofia.romero@example.com,2001-09-10,09472345678,357 Elm Street,Female,Carlos Romero,09462345678,3rd Year,BSCS,RF100226
SCC-2024227,Gabriel,Ruiz,gabriel.ruiz@example.com,1999-04-23,09473456789,456 Spruce Avenue,Male,Isabel Ruiz,09463456789,1st Year,BSIT,RF100227
SCC-2024228,Isabella,Navarro,isabella.navarro@example.com,2000-12-06,09474567890,654 Willow Drive,Female,Antonio Navarro,09464567890,2nd Year,BSCS,RF100228
SCC-2024229,Rafael,Medina,rafael.medina@example.com,2001-07-19,09475678901,753 Ash Court,Male,Elena Medina,09465678901,3rd Year,BSIT,RF100229
SCC-2024230,Camila,Acosta,camila.acosta@example.com,1999-03-02,09476789012,852 Beech Road,Female,Manuel Acosta,09466789012,1st Year,BSCS,RF100230
SCC-2024231,Diego,Rojas,diego.rojas@example.com,2000-10-15,09477890123,951 Pine Lane,Male,Carmen Rojas,09467890123,2nd Year,BSIT,RF100231
SCC-2024232,Valentina,Flores,valentina.flores@example.com,2001-05-28,09478901234,159 Cedar Path,Female,Juan Flores,09468901234,3rd Year,BSCS,RF100232
SCC-2024233,Mateo,Chavez,mateo.chavez@example.com,1999-12-11,09479012345,357 Oak Street,Male,Sofia Chavez,09469012345,1st Year,BSIT,RF100233
SCC-2024234,Luna,Pena,luna.pena@example.com,2000-08-24,09480123456,456 Maple Avenue,Female,Luis Pena,09470123456,2nd Year,BSCS,RF100234
SCC-2024235,Samuel,Bautista,samuel.bautista@example.com,2001-03-07,09481234567,654 Birch Drive,Male,Ana Bautista,09471234567,3rd Year,BSIT,RF100235
SCC-2024236,Victoria,Santos,victoria.santos@example.com,1999-10-20,09482345678,753 Elm Court,Female,Diego Santos,09472345678,1st Year,BSCS,RF100236
SCC-2024237,Nicolas,Villanueva,nicolas.villanueva@example.com,2000-06-03,09483456789,852 Spruce Road,Male,Laura Villanueva,09473456789,2nd Year,BSIT,RF100237
SCC-2024238,Lucia,Pascual,lucia.pascual@example.com,2001-01-16,09484567890,951 Willow Lane,Female,Carlos Pascual,09474567890,3rd Year,BSCS,RF100238
SCC-2024239,Emilio,Ramos,emilio.ramos@example.com,1999-08-29,09485678901,159 Ash Path,Male,Isabel Ramos,09475678901,1st Year,BSIT,RF100239
SCC-2024240,Catalina,Mercado,catalina.mercado@example.com,2000-04-12,09486789012,357 Beech Street,Female,Antonio Mercado,09476789012,2nd Year,BSCS,RF100240
SCC-2024241,Joaquin,Cruz,joaquin.cruz@example.com,2001-11-25,09487890123,456 Pine Avenue,Male,Elena Cruz,09477890123,3rd Year,BSIT,RF100241
SCC-2024242,Miranda,Reyes,miranda.reyes@example.com,1999-07-08,09488901234,654 Cedar Court,Female,Manuel Reyes,09478901234,1st Year,BSCS,RF100242
SCC-2024243,Felipe,Torres,felipe.torres@example.com,2000-02-21,09489012345,753 Ash Court,Male,Carmen Torres,09479012345,2nd Year,BSIT,RF100243
SCC-2024244,Daniela,Garcia,daniela.garcia@example.com,2001-09-04,09490123456,852 Maple Road,Female,Juan Garcia,09480123456,3rd Year,BSCS,RF100244
SCC-2024245,Andres,Santos,andres.santos@example.com,1999-04-17,09491234567,951 Birch Path,Male,Sofia Santos,09481234567,1st Year,BSIT,RF100245
SCC-2024246,Regina,Mendoza,regina.mendoza@example.com,2000-11-30,09492345678,159 Elm Street,Female,Luis Mendoza,09482345678,2nd Year,BSCS,RF100246
SCC-2024247,Martin,Flores,martin.flores@example.com,2001-07-13,09493456789,357 Spruce Avenue,Male,Ana Flores,09483456789,3rd Year,BSIT,RF100247
SCC-2024248,Carolina,Castro,carolina.castro@example.com,1999-02-26,09494567890,456 Willow Drive,Female,Diego Castro,09484567890,1st Year,BSCS,RF100248
SCC-2024249,Lorenzo,Rivera,lorenzo.rivera@example.com,2000-10-09,09495678901,654 Ash Court,Male,Laura Rivera,09485678901,2nd Year,BSIT,RF100249
SCC-2024250,Valeria,Gonzalez,valeria.gonzalez@example.com,2001-05-22,09496789012,753 Beech Road,Female,Carlos Gonzalez,09486789012,3rd Year,BSCS,RF100250
SCC-2024251,Sebastian,Ramirez,sebastian.ramirez@example.com,1999-12-05,09497890123,852 Pine Lane,Male,Isabel Ramirez,09487890123,1st Year,BSIT,RF100251
SCC-2024252,Isabella,Morales,isabella.morales@example.com,2000-07-18,09498901234,951 Cedar Drive,Female,Antonio Morales,09488901234,2nd Year,BSCS,RF100252
SCC-2024253,Alejandro,Diaz,alejandro.diaz@example.com,2001-02-01,09499012345,159 Oak Court,Male,Elena Diaz,09489012345,3rd Year,BSIT,RF100253
SCC-2024254,Sofia,Herrera,sofia.herrera@example.com,1999-09-14,09500123456,357 Maple Avenue,Female,Manuel Herrera,09490123456,1st Year,BSCS,RF100254
SCC-2024255,Emilio,Ortiz,emilio.ortiz@example.com,2000-04-27,09501234567,456 Birch Street,Male,Carmen Ortiz,09491234567,2nd Year,BSIT,RF100255
SCC-2024256,Lucia,Vargas,lucia.vargas@example.com,2001-11-10,09502345678,654 Elm Road,Female,Juan Vargas,09492345678,3rd Year,BSCS,RF100256
SCC-2024257,Martin,Jimenez,martin.jimenez@example.com,1999-06-23,09503456789,753 Spruce Lane,Male,Sofia Jimenez,09493456789,1st Year,BSIT,RF100257
SCC-2024258,Regina,Moreno,regina.moreno@example.com,2000-02-06,09504567890,852 Willow Path,Female,Luis Moreno,09494567890,2nd Year,BSCS,RF100258
SCC-2024259,Nicolas,Silva,nicolas.silva@example.com,2001-09-19,09505678901,951 Ash Drive,Male,Ana Silva,09495678901,3rd Year,BSIT,RF100259
SCC-2024260,Carolina,Romero,carolina.romero@example.com,1999-04-02,09506789012,159 Beech Court,Female,Diego Romero,09496789012,1st Year,BSCS,RF100260
SCC-2024261,Lorenzo,Ruiz,lorenzo.ruiz@example.com,2000-11-15,09507890123,357 Pine Avenue,Male,Laura Ruiz,09497890123,2nd Year,BSIT,RF100261
SCC-2024262,Valeria,Navarro,valeria.navarro@example.com,2001-06-28,09508901234,456 Cedar Street,Female,Carlos Navarro,09498901234,3rd Year,BSCS,RF100262
SCC-2024263,Sebastian,Medina,sebastian.medina@example.com,1999-02-11,09509012345,654 Oak Road,Male,Isabel Medina,09499012345,1st Year,BSIT,RF100263
SCC-2024264,Isabella,Acosta,isabella.acosta@example.com,2000-09-24,09510123456,753 Maple Lane,Female,Antonio Acosta,09500123456,2nd Year,BSCS,RF100264
SCC-2024265,Alejandro,Rojas,alejandro.rojas@example.com,2001-04-07,09511234567,852 Birch Path,Male,Elena Rojas,09501234567,3rd Year,BSIT,RF100265
SCC-2024266,Sofia,Flores,sofia.flores@example.com,1999-11-20,09512345678,951 Elm Drive,Female,Manuel Flores,09502345678,1st Year,BSCS,RF100266
SCC-2024267,Emilio,Chavez,emilio.chavez@example.com,2000-07-03,09513456789,159 Spruce Court,Male,Carmen Chavez,09503456789,2nd Year,BSIT,RF100267
SCC-2024268,Lucia,Pena,lucia.pena@example.com,2001-02-16,09514567890,357 Willow Street,Female,Juan Pena,09504567890,3rd Year,BSCS,RF100268
SCC-2024269,Martin,Bautista,martin.bautista@example.com,1999-09-29,09515678901,456 Ash Avenue,Male,Sofia Bautista,09507890123,1st Year,BSIT,RF100269
SCC-2024270,Regina,Santos,regina.santos@example.com,2000-05-12,09516789012,654 Beech Road,Female,Luis Santos,09508901234,2nd Year,BSCS,RF100270
SCC-2024271,Nicolas,Villanueva,nicolas.villanueva@example.com,2001-12-25,09517890123,753 Pine Lane,Male,Ana Villanueva,09509012345,3rd Year,BSIT,RF100271
SCC-2024272,Carolina,Pascual,carolina.pascual@example.com,1999-08-08,09518901234,852 Cedar Path,Female,Diego Pascual,09510123456,1st Year,BSCS,RF100272
SCC-2024273,Lorenzo,Ramos,lorenzo.ramos@example.com,2000-03-21,09519012345,951 Oak Drive,Male,Laura Ramos,09511234567,2nd Year,BSIT,RF100273
SCC-2024274,Valeria,Mercado,valeria.mercado@example.com,2001-10-04,09520123456,159 Maple Court,Female,Carlos Mercado,09512345678,3rd Year,BSCS,RF100274
SCC-2024275,Sebastian,Cruz,sebastian.cruz@example.com,1999-05-17,09521234567,357 Birch Street,Male,Isabel Cruz,09513456789,1st Year,BSIT,RF100275
SCC-2024276,Isabella,Reyes,isabella.reyes@example.com,2000-12-30,09522345678,456 Elm Avenue,Female,Antonio Reyes,09514567890,2nd Year,BSCS,RF100276
SCC-2024277,Alejandro,Torres,alejandro.torres@example.com,2001-08-13,09523456789,654 Spruce Road,Male,Elena Torres,09515678901,3rd Year,BSIT,RF100277
SCC-2024278,Sofia,Garcia,sofia.garcia@example.com,1999-03-26,09524567890,753 Willow Lane,Female,Manuel Garcia,09516789012,1st Year,BSCS,RF100278
SCC-2024279,Emilio,Santos,emilio.santos@example.com,2000-11-09,09525678901,852 Ash Path,Male,Carmen Santos,09517890123,2nd Year,BSIT,RF100279
SCC-2024280,Lucia,Mendoza,lucia.mendoza@example.com,2001-06-22,09526789012,951 Beech Drive,Female,Juan Mendoza,09519012345,3rd Year,BSCS,RF100280
SCC-2024281,Martin,Flores,martin.flores@example.com,1999-01-05,09527890123,159 Pine Court,Male,Sofia Flores,09520123456,1st Year,BSIT,RF100281
SCC-2024282,Regina,Castro,regina.castro@example.com,2000-08-18,09528901234,357 Cedar Street,Female,Luis Castro,09521234567,2nd Year,BSCS,RF100282
SCC-2024283,Nicolas,Rivera,nicolas.rivera@example.com,2001-03-31,09529012345,456 Oak Avenue,Male,Ana Rivera,09522345678,3rd Year,BSIT,RF100283
SCC-2024284,Carolina,Gonzalez,carolina.gonzalez@example.com,1999-11-14,09530123456,654 Maple Road,Female,Diego Gonzalez,09524567890,1st Year,BSCS,RF100284
SCC-2024285,Lorenzo,Ramirez,lorenzo.ramirez@example.com,2000-06-27,09531234567,753 Birch Lane,Male,Laura Ramirez,09525678901,2nd Year,BSIT,RF100285
SCC-2024286,Valeria,Morales,valeria.morales@example.com,2001-02-09,09532345678,852 Elm Path,Female,Carlos Morales,09526789012,3rd Year,BSCS,RF100286
SCC-2024287,Sebastian,Diaz,sebastian.diaz@example.com,1999-09-22,09533456789,951 Spruce Drive,Male,Isabel Diaz,09527890123,1st Year,BSIT,RF100287
SCC-2024288,Isabella,Herrera,isabella.herrera@example.com,2000-05-05,09534567890,159 Willow Court,Female,Antonio Herrera,09528901234,2nd Year,BSCS,RF100288
SCC-2024289,Alejandro,Ortiz,alejandro.ortiz@example.com,2001-12-18,09535678901,357 Ash Street,Male,Elena Ortiz,09529012345,3rd Year,BSIT,RF100289
SCC-2024290,Sofia,Vargas,sofia.vargas@example.com,1999-07-01,09536789012,456 Beech Avenue,Female,Manuel Vargas,09530123456,1st Year,BSCS,RF100290
SCC-2024291,Emilio,Jimenez,emilio.jimenez@example.com,2000-03-14,09537890123,654 Pine Road,Male,Carmen Jimenez,09531234567,2nd Year,BSIT,RF100291
SCC-2024292,Lucia,Moreno,lucia.moreno@example.com,2001-10-27,09538901234,753 Cedar Lane,Female,Juan Moreno,09532345678,3rd Year,BSCS,RF100292
SCC-2024293,Martin,Silva,martin.silva@example.com,1999-06-10,09539012345,852 Oak Path,Male,Sofia Silva,09533456789,1st Year,BSIT,RF100293
SCC-2024294,Regina,Romero,regina.romero@example.com,2000-01-23,09540123456,951 Maple Drive,Female,Luis Romero,09535678901,2nd Year,BSCS,RF100294
SCC-2024295,Nicolas,Ruiz,nicolas.ruiz@example.com,2001-08-06,09541234567,159 Birch Court,Male,Ana Ruiz,09536789012,3rd Year,BSIT,RF100295
SCC-2024296,Carolina,Navarro,carolina.navarro@example.com,1999-03-19,09542345678,357 Elm Street,Female,Diego Navarro,09537890123,1st Year,BSCS,RF100296
SCC-2024297,Lorenzo,Medina,lorenzo.medina@example.com,2000-10-02,09543456789,456 Spruce Avenue,Male,Laura Medina,09539012345,2nd Year,BSIT,RF100297
SCC-2024298,Valeria,Acosta,valeria.acosta@example.com,2001-05-15,09544567890,654 Willow Road,Female,Carlos Acosta,09540123456,3rd Year,BSCS,RF100298
SCC-2024299,Sebastian,Rojas,sebastian.rojas@example.com,1999-12-28,09545678901,753 Ash Lane,Male,Isabel Rojas,09541234567,1st Year,BSIT,RF100299
SCC-2024300,Isabella,Flores,isabella.flores@example.com,2000-08-11,09546789012,852 Beech Path,Female,Antonio Flores,09542345678,2nd Year,BSCS,RF100300
SCC-2024301,Adrian,Aquino,adrian.aquino@example.com,2000-03-15,09547890123,147 Pine Street,Male,Maria Aquino,09543456789,1st Year,BSIT,RF100301
SCC-2024302,Bianca,Baltazar,bianca.baltazar@example.com,2001-08-28,09548901234,258 Cedar Avenue,Female,Roberto Baltazar,09544567890,2nd Year,BSCS,RF100302
SCC-2024303,Carlo,Caballero,carlo.caballero@example.com,1999-05-11,09549012345,369 Oak Road,Male,Elena Caballero,09545678901,3rd Year,BSIT,RF100303
SCC-2024304,Diana,Delos Santos,diana.delossantos@example.com,2000-12-24,09550123456,470 Maple Lane,Female,Juan Delos Santos,09546789012,1st Year,BSCS,RF100304
SCC-2024305,Eduardo,Enriquez,eduardo.enriquez@example.com,2001-07-07,09551234567,581 Birch Path,Male,Ana Enriquez,09547890123,2nd Year,BSIT,RF100305
SCC-2024306,Francesca,Ferrer,francesca.ferrer@example.com,1999-02-20,09552345678,692 Elm Drive,Female,Carlos Ferrer,09548901234,3rd Year,BSCS,RF100306
SCC-2024307,Gabriel,Guevarra,gabriel.guevarra@example.com,2000-09-03,09553456789,803 Spruce Court,Male,Isabel Guevarra,09549012345,1st Year,BSIT,RF100307
SCC-2024308,Hannah,Hernandez,hannah.hernandez@example.com,2001-04-16,09554567890,914 Willow Street,Female,Miguel Hernandez,09550123456,2nd Year,BSCS,RF100308
SCC-2024309,Ian,Ignacio,ian.ignacio@example.com,1999-11-29,09555678901,125 Ash Avenue,Male,Rosa Ignacio,09551234567,3rd Year,BSIT,RF100309
SCC-2024310,Julia,Jimenez,julia.jimenez@example.com,2000-07-12,09556789012,236 Beech Road,Female,Antonio Jimenez,09552345678,1st Year,BSCS,RF100310
SCC-2024311,Kevin,Kapunan,kevin.kapunan@example.com,2001-02-25,09557890123,347 Pine Lane,Male,Carmen Kapunan,09553456789,2nd Year,BSIT,RF100311
SCC-2024312,Leah,Lim,leah.lim@example.com,1999-10-08,09558901234,458 Cedar Path,Female,David Lim,09554567890,3rd Year,BSCS,RF100312
SCC-2024313,Marco,Magno,marco.magno@example.com,2000-05-21,09559012345,569 Oak Drive,Male,Elena Magno,09555678901,1st Year,BSIT,RF100313
SCC-2024314,Nina,Navarro,nina.navarro@example.com,2001-12-04,09560123456,670 Maple Court,Female,Felipe Navarro,09556789012,2nd Year,BSCS,RF100314
SCC-2024315,Oscar,Ocampo,oscar.ocampo@example.com,1999-07-17,09561234567,781 Birch Street,Male,Gloria Ocampo,09557890123,3rd Year,BSIT,RF100315
SCC-2024316,Patricia,Pascual,patricia.pascual@example.com,2000-02-01,09562345678,892 Elm Avenue,Female,Henry Pascual,09558901234,1st Year,BSCS,RF100316
SCC-2024317,Quincy,Quiambao,quincy.quiambao@example.com,2001-09-14,09563456789,903 Spruce Road,Male,Isabel Quiambao,09559012345,2nd Year,BSIT,RF100317
SCC-2024318,Rachel,Ramos,rachel.ramos@example.com,1999-04-27,09564567890,114 Willow Lane,Female,Jose Ramos,09560123456,3rd Year,BSCS,RF100318
SCC-2024319,Samuel,Santos,samuel.santos@example.com,2000-11-10,09565678901,225 Ash Path,Male,Katrina Santos,09561234567,1st Year,BSIT,RF100319
SCC-2024320,Teresa,Tan,teresa.tan@example.com,2001-06-23,09566789012,336 Beech Drive,Female,Lawrence Tan,09562345678,2nd Year,BSCS,RF100320
SCC-2024321,Ulysses,Uy,ulysses.uy@example.com,1999-01-06,09567890123,447 Pine Court,Male,Maria Uy,09563456789,3rd Year,BSIT,RF100321
SCC-2024322,Victoria,Villanueva,victoria.villanueva@example.com,2000-08-19,09568901234,558 Cedar Street,Female,Nelson Villanueva,09564567890,1st Year,BSCS,RF100322
SCC-2024323,William,Wong,william.wong@example.com,2001-03-04,09569012345,669 Oak Avenue,Male,Olivia Wong,09565678901,2nd Year,BSIT,RF100323
SCC-2024324,Xyra,Xiong,xyra.xiong@example.com,1999-10-17,09570123456,780 Maple Road,Female,Patrick Xiong,09566789012,3rd Year,BSCS,RF100324
SCC-2024325,Yuri,Yap,yuri.yap@example.com,2000-05-30,09571234567,891 Birch Lane,Male,Queenie Yap,09567890123,1st Year,BSIT,RF100325
SCC-2024326,Zara,Zamora,zara.zamora@example.com,2001-01-13,09572345678,902 Elm Path,Female,Richard Zamora,09568901234,2nd Year,BSCS,RF100326
SCC-2024327,Aaron,Aguilar,aaron.aguilar@example.com,1999-08-26,09573456789,113 Spruce Drive,Male,Sarah Aguilar,09569012345,3rd Year,BSIT,RF100327
SCC-2024328,Beatrice,Borja,beatrice.borja@example.com,2000-04-09,09574567890,224 Willow Court,Female,Thomas Borja,09570123456,1st Year,BSCS,RF100328
SCC-2024329,Christian,Chua,christian.chua@example.com,2001-11-22,09575678901,335 Ash Street,Male,Uma Chua,09571234567,2nd Year,BSIT,RF100329
SCC-2024330,Denise,Domingo,denise.domingo@example.com,1999-06-05,09576789012,446 Beech Avenue,Female,Victor Domingo,09572345678,3rd Year,BSCS,RF100330
SCC-2024331,Eric,Espiritu,eric.espiritu@example.com,2000-01-18,09577890123,557 Pine Road,Male,Wendy Espiritu,09573456789,1st Year,BSIT,RF100331
SCC-2024332,Fiona,Francisco,fiona.francisco@example.com,2001-08-01,09578901234,668 Cedar Lane,Female,Xavier Francisco,09574567890,2nd Year,BSCS,RF100332
SCC-2024333,George,Galvez,george.galvez@example.com,1999-03-14,09579012345,779 Oak Path,Male,Ysabel Galvez,09575678901,3rd Year,BSIT,RF100333
SCC-2024334,Helen,Ho,helen.ho@example.com,2000-10-27,09580123456,890 Maple Drive,Female,Zeus Ho,09576789012,1st Year,BSCS,RF100334
SCC-2024335,Ivan,Imperial,ivan.imperial@example.com,2001-06-10,09581234567,901 Birch Court,Male,Alice Imperial,09577890123,2nd Year,BSIT,RF100335
SCC-2024336,Jasmine,Jacinto,jasmine.jacinto@example.com,1999-01-23,09582345678,112 Elm Street,Female,Bernard Jacinto,09578901234,3rd Year,BSCS,RF100336
